,temp,APC（E2步骤）,source_RF（E2步骤）,LF_RF（E2步骤）,SF6（E2步骤）,C4F8（DEP步骤）,DEP time,etch time,,Zmin_1,Zmin_2,Zmin_3,Zmin_4,Zmin_5,Zmin_6,Zmin_7,Zmin_8,Zmin_9,Zmin_9_2,F_Flux_1,F_Flux_2,F_Flux_3,F_Flux_4,F_Flux_5,F_Flux_6,F_Flux_7,F_Flux_8,F_Flux_9,F_Flux_9_2,Ion_Flux_1,Ion_Flux_2,Ion_Flux_3,Ion_Flux_4,Ion_Flux_5,Ion_Flux_6,Ion_Flux_7,Ion_Flux_8,Ion_Flux_9,Ion_Flux_9_2,h0_1,h0_2,h0_3,h0_4,h0_5,h0_6,h0_7,h0_8,h0_9,h1_1,h1_2,h1_3,h1_4,h1_5,h1_6,h1_7,h1_8,h1_9,d0_1,d0_2,d0_3,d0_4,d0_5,d0_6,d0_7,d0_8,d0_9,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,w1,w2,w3,w4,w5,w6,w7,w8,w9
cas27,-20,25,1200,25,300,350,2.2,1.8,case27,-0.209545863,-0.403476277,-0.592708838,-0.780531793,-0.959772586,-1.131936316,-1.303164061,-1.467933847,-1.626506406,-1.631026775,0.051069483,0.045435291,0.043573286,0.041338723,0.039365523,0.0372763,0.035496953,0.034845088,0.034100715,0.033728528,0.003652823,0.003647604,0.003607333,0.003575237,0.003533166,0.003457114,0.00340194,0.003352285,0.003184931,0.003230699,-0.189542564,0.173768629,0.186037996,0.170059272,0.168917937,0.158075256,0.166064569,0.152368563,0.26619199,-0.18881934,0.180198537,0.179189984,0.173197942,0.1620699,0.156363257,0.174053958,0.167491232,0.249642624,0.084014924,0.068811297,0.05684225,0.048134765,0.047051432,0.042465406,0.040935384,0.028105108,0.026990541,0.081584602,0.066781554,0.060200545,0.049877676,0.045855995,0.042963591,0.038638848,0.032028003,0.028657866,0.428027394,0.398020719,0.392625205,0.382954841,0.385307224,0.383747404,0.386262317,0.370741372,0.36859444
cas28,-20,25,1300,25,300,350,2.2,1.8,case28,-0.210887435,-0.411506455,-0.603817976,-0.79117148,-0.969732389,-1.149184648,-1.317312483,-1.480266805,-1.638451819,-1.643059587,0.051338845,0.046691706,0.044039639,0.041749886,0.039789519,0.037628042,0.035575028,0.035255056,0.033632584,0.033468374,0.004020983,0.004009546,0.003931425,0.003975619,0.00402662,0.003846683,0.003754484,0.003572684,0.003537286,0.003519962,-0.188686565,0.191881408,0.185045264,0.171200625,0.165779276,0.163781915,0.158645902,0.160928573,0.25711006,-0.189827898,0.190318018,0.176051302,0.178904644,0.166952303,0.160896872,0.165078929,0.156778233,0.258251387,0.084338682,0.071563666,0.060465487,0.052722223,0.049584311,0.036633081,0.038162116,0.033496151,0.029496079,0.084621911,0.068874194,0.061935201,0.053064528,0.045965589,0.03944342,0.040364783,0.035189023,0.032712689,0.427878307,0.399355574,0.391272804,0.383123206,0.379510241,0.370376081,0.378704773,0.372139396,0.369180501
cas29,-20,25,1400,25,300,350,2.2,1.8,case29,-0.212537657,-0.417981938,-0.610891363,-0.800032544,-0.982583761,-1.16074604,-1.331386774,-1.497924728,-1.663238888,-1.667665704,0.051047661,0.047167315,0.043730425,0.041370867,0.039588768,0.037577023,0.035987812,0.034912533,0.033298567,0.033502606,0.00443098,0.004421137,0.004398463,0.0043168,0.004333574,0.004216645,0.004075854,0.003962191,0.003861159,0.003806068,-0.187830557,0.187750018,0.188034381,0.177193599,0.176336629,0.158360549,0.163211278,0.162355236,0.266593457,-0.192110573,0.191744689,0.178048632,0.180331332,0.168917937,0.165493931,0.167776585,0.156363232,0.266878793,0.081627265,0.066136042,0.058118722,0.050248116,0.042890616,0.04083435,0.04040306,0.035097752,0.032804021,0.085998322,0.070199386,0.062571276,0.052941083,0.051103889,0.045862868,0.041973576,0.037279563,0.035123856,0.430476128,0.399185969,0.390532888,0.38300154,0.382545807,0.378758146,0.37984849,0.326639719,0.371207315
cas30,-20,25,1500,25,300,350,2.2,1.8,case30,-0.214731881,-0.420094151,-0.614380554,-0.806614711,-0.991048191,-1.167155138,-1.337395605,-1.507703121,-1.669919929,-1.674619372,0.051173293,0.046310773,0.043820978,0.041610433,0.039799787,0.038035536,0.036507042,0.035658562,0.034935163,0.034576478,0.004813143,0.004865232,0.004887069,0.004776633,0.004680545,0.004558646,0.004420422,0.004325191,0.004183762,0.004183979,-0.185262561,0.189462006,0.197736706,0.17548063,0.172341977,0.169203247,0.163211226,0.163496613,0.258424406,-0.185262548,0.192886033,0.188320671,0.176051302,0.173768631,0.175123973,0.16385322,0.165217246,0.254135749,0.081436807,0.066349294,0.055826143,0.054495221,0.045081977,0.035410714,0.045882434,0.033443343,0.031517323,0.083292025,0.069161131,0.060427125,0.053562896,0.044591345,0.04327401,0.038482579,0.035586765,0.031114129,0.430966635,0.401748227,0.391866037,0.388893353,0.379394954,0.375259629,0.38443394,0.370674647,0.364662547
cas31,-20,25,1600,25,300,350,2.2,1.8,case31,-0.218144651,-0.42182328,-0.620785641,-0.811942401,-0.999322904,-1.181292058,-1.356761009,-1.523373715,-1.685519141,-1.690485669,0.051412421,0.046750578,0.044083078,0.042209977,0.03930474,0.037770504,0.035586263,0.034948677,0.033716073,0.033529416,0.005341323,0.005313925,0.005380807,0.005262681,0.005226665,0.00497803,0.004883674,0.004737818,0.004525485,0.004497503,-0.192395908,0.198022051,0.186038,0.181757961,0.174624656,0.160643254,0.172341943,0.161213909,0.263447987,-0.199529267,0.190318025,0.19031801,0.18033129,0.164352638,0.171771296,0.168061921,0.16435257,0.261450652,0.084579132,0.07009583,0.062444926,0.054788982,0.052080966,0.043648434,0.041742097,0.036002451,0.031561096,0.088513066,0.070818833,0.064227711,0.055263748,0.051410969,0.044421868,0.042011667,0.034794326,0.032611976,0.432731969,0.400554433,0.392252396,0.384700527,0.383588575,0.377337039,0.378408979,0.365478992,0.361814804
cas32,-20,25,1700,25,300,350,2.2,1.8,case32,-0.217764904,-0.420873114,-0.626356649,-0.817211202,-1.00735295,-1.189307083,-1.361426468,-1.529050652,-1.691040443,-1.695710872,0.051292138,0.046265226,0.04337197,0.041866385,0.038611914,0.036773788,0.035901151,0.035448089,0.03511157,0.034444439,0.005766546,0.005885322,0.005869871,0.005739186,0.005668272,0.005519374,0.005339798,0.005094744,0.005035972,0.005026001,-0.196961258,0.19088869,0.186894004,0.181757978,0.178619317,0.164098978,0.165747523,0.172341943,0.258401181,-0.19781726,0.188606009,0.190321262,0.186034756,0.171200625,0.171485943,0.16577925,0.160643237,0.26382253,0.086370481,0.072608993,0.062396967,0.055242951,0.046127425,0.040413894,0.041004911,0.03619251,0.031256626,0.089467466,0.073576981,0.061669936,0.049283487,0.052834018,0.048776439,0.04214446,0.037705759,0.029146432,0.432189973,0.402537999,0.391936411,0.382122812,0.37854423,0.325285392,0.375503501,0.36897441,0.353590045
cas33,-20,25,1800,25,300,350,2.2,1.8,case33,-0.220238835,-0.435977286,-0.635755569,-0.827737082,-1.017323219,-1.196720081,-1.373744352,-1.543211061,-1.707069089,-1.711675844,0.051897985,0.046485986,0.04306366,0.041832227,0.039449757,0.038120578,0.036280691,0.035131682,0.035037191,0.034248059,0.006359103,0.006401164,0.006300416,0.006344141,0.006207874,0.006081903,0.005805756,0.005631313,0.00537751,0.005423738,-0.202382609,0.182613992,0.198592722,0.182043314,0.183470002,0.169773936,0.174624647,0.160928556,0.257246064,-0.199243931,0.19944872,0.186323345,0.188035335,0.174053958,0.172627279,0.177477973,0.161784564,0.25268074,0.088704924,0.069508642,0.06014189,0.054534084,0.051563923,0.043213793,0.041797399,0.039454104,0.035782731,0.08787265,0.071674402,0.063698975,0.053014193,0.047328619,0.044236011,0.042739152,0.042937708,0.039028766,0.43306633,0.397671799,0.389893038,0.381729347,0.377096639,0.36916873,0.368986051,0.370935357,0.360814726
cas34,-20,25,1900,25,300,350,2.2,1.8,case34,-0.222729803,-0.435583525,-0.638026827,-0.830857217,-1.01875418,-1.206625283,-1.382723834,-1.551436339,-1.715549209,-1.720368538,0.052411935,0.046317088,0.043926416,0.042402426,0.040394188,0.037530836,0.036577159,0.03514276,0.034570469,0.03373793,0.006911834,0.006893394,0.007020442,0.006874635,0.006899105,0.006531625,0.006346258,0.006101153,0.005798578,0.005794679,-0.199529269,0.196880698,0.192030042,0.195546346,0.172820313,0.173197942,0.165779284,0.167386123,0.257198521,-0.199814598,0.196880713,0.198307365,0.188320679,0.174624647,0.172499674,0.159629549,0.169203213,0.261088099,0.086405233,0.072431925,0.06303023,0.051014442,0.049457976,0.045547528,0.046425012,0.040844162,0.034287417,0.084670958,0.074089829,0.062089308,0.051382504,0.047088346,0.045157548,0.03794063,0.037674101,0.031128561,0.42879664,0.404242203,0.392052168,0.377313464,0.373312259,0.372623192,0.37188474,0.368983554,0.357795126
cas35,-20,25,2000,25,300,350,2.2,1.8,case35,-0.223632883,-0.43390543,-0.638860782,-0.834543771,-1.025940325,-1.209874188,-1.387103694,-1.555486637,-1.720155758,-1.725069416,0.051509758,0.047476347,0.043633661,0.042124306,0.039352625,0.037732146,0.036315437,0.035113873,0.034252381,0.034140403,0.00756461,0.007570785,0.00758225,0.007456758,0.007357376,0.007058202,0.006831423,0.006561198,0.006309902,0.006312628,-0.192395906,0.199734056,0.202587387,0.183184658,0.178333981,0.170915263,0.167776653,0.169773936,0.260367576,-0.194678579,0.200019389,0.199448709,0.181758004,0.178048645,0.165779241,0.170915314,0.176051259,0.258370276,0.081537509,0.065807411,0.058992098,0.053508802,0.049525053,0.046722409,0.042623755,0.03458253,0.027949008,0.084821172,0.067566713,0.062547799,0.055228391,0.047442632,0.045756344,0.039047723,0.033996064,0.033110881,0.431926048,0.39894149,0.3912141,0.384663232,0.378210805,0.376830341,0.373562365,0.366502077,0.360648874
cas36,-20,25,2100,25,300,350,2.2,1.8,case36,-0.223864612,-0.434950872,-0.636774262,-0.840131425,-1.031481615,-1.216742094,-1.392743472,-1.56566026,-1.731044382,-1.735959449,0.051954054,0.047464754,0.044333693,0.042235999,0.039006126,0.037748714,0.036255922,0.035265912,0.034225711,0.034095749,0.008172996,0.008199756,0.008241998,0.008000264,0.00790483,0.007666106,0.007316153,0.007028668,0.006724585,0.006827584,-0.198102593,0.193742033,0.19773671,0.182899313,0.17976066,0.180045971,0.173889892,0.163660663,0.266121614,-0.201241272,0.195739376,0.191174018,0.18375533,0.180331324,0.178048628,0.175480621,0.158029812,0.27215907,0.085902376,0.069853322,0.062650163,0.053149659,0.044218881,0.037790793,0.0445058,0.041355673,0.033855388,0.088514243,0.072543878,0.060921754,0.051068434,0.049355164,0.044877957,0.042383646,0.034493926,0.031747273,0.431998443,0.399979024,0.391969908,0.384320288,0.381472674,0.372850956,0.378545257,0.369774924,0.363781955
cas37,-20,25,2200,25,300,350,2.2,1.8,case37,-0.225423358,-0.436607876,-0.64627981,-0.844403693,-1.035267787,-1.220495547,-1.400858014,-1.577901074,-1.743929902,-1.748689128,0.051757198,0.047429518,0.043221695,0.041669757,0.039659485,0.037549206,0.036352744,0.03519546,0.033838464,0.033657231,0.008928451,0.008882454,0.008901167,0.008544618,0.008498766,0.008271013,0.00798622,0.007544457,0.007243298,0.007291544,-0.194678583,0.205155407,0.198878046,0.185181992,0.178048662,0.171771271,0.177763275,0.169203332,0.26800856,-0.19781726,0.19467956,0.206500552,0.184325976,0.179760669,0.177477956,0.173483304,0.161213909,0.273429943,0.08411517,0.068204885,0.060391128,0.05542294,0.050835896,0.046953777,0.041117135,0.036148086,0.031668587,0.087733711,0.073213537,0.063800154,0.055363167,0.051735443,0.045427248,0.043203455,0.039492759,0.029885954,0.431769407,0.401338947,0.396264959,0.384299566,0.380350185,0.376742283,0.373231024,0.366861795,0.35746311
cas38,-20,25,2300,25,300,350,2.2,1.8,case38,-0.226608921,-0.441584171,-0.649709839,-0.845743025,-1.039716205,-1.223511879,-1.400828283,-1.574609735,-1.743447099,-1.748415836,0.051937728,0.046639708,0.043168127,0.041195949,0.0393184,0.0375786,0.036708997,0.034855777,0.034234827,0.033731529,0.009391221,0.009539801,0.009338368,0.009310455,0.009083942,0.008911577,0.008525464,0.008232967,0.007749567,0.007842433,-0.201526606,0.206296748,0.192847622,0.194653205,0.167189164,0.182899305,0.170344608,0.171771305,0.260887274,-0.198958595,0.19944872,0.200019385,0.186037992,0.180616677,0.17062991,0.175944294,0.171307632,0.265452632,0.085099744,0.068455446,0.063135835,0.058939727,0.054804012,0.045854897,0.040938372,0.03932535,0.033829937,0.086111845,0.070754234,0.059625035,0.054417285,0.050194168,0.047292917,0.044304815,0.04035314,0.033536539,0.43190552,0.399903611,0.389238498,0.385378759,0.379941612,0.377667197,0.372341126,0.369385285,0.36219654
cas39,-20,25,2400,25,300,350,2.2,1.8,case39,-0.225981228,-0.435971581,-0.645046294,-0.843577415,-1.033511209,-1.222708145,-1.402344657,-1.574591219,-1.740159137,-1.744961129,0.051958292,0.046755706,0.043893135,0.04185816,0.039339917,0.037222068,0.037055926,0.035340066,0.034621246,0.034206587,0.010182804,0.010188968,0.010163775,0.010056676,0.009823346,0.009486416,0.009087703,0.008680307,0.008396205,0.008290013,-0.198958599,0.196310041,0.193171361,0.19374202,0.176907326,0.173890914,0.167939629,0.174355013,0.269686226,-0.194393247,0.206296742,0.192886033,0.185752664,0.180149751,0.180512863,0.171200616,0.165942345,0.267826867,0.087166326,0.072736231,0.061392254,0.055468639,0.046218069,0.040638019,0.040827821,0.041003423,0.034847479,0.082686059,0.069670981,0.063976768,0.052273724,0.049175741,0.045690762,0.037895064,0.035736684,0.030908308,0.431512264,0.404067092,0.395622013,0.386280016,0.377254165,0.374091907,0.371804953,0.370628111,0.362328615
cas40,-20,25,2600,25,300,350,2.2,1.8,case40,-0.226832909,-0.440430022,-0.644361258,-0.843215048,-1.039410961,-1.225985374,-1.402379074,-1.575684347,-1.744984356,-1.749947156,0.052008982,0.046736978,0.043796476,0.041391659,0.039131061,0.036973901,0.035832551,0.035768093,0.034774141,0.034258012,0.011636091,0.011593477,0.011379111,0.011307783,0.010996621,0.010667802,0.010152232,0.009855207,0.009450565,0.009249058,-0.19781726,0.208864751,0.19855859,0.180957973,0.172605438,0.180331315,0.177192603,0.170059306,0.26355992,-0.195534587,0.21428611,0.194312687,0.183469977,0.180331341,0.177192628,0.171485918,0.161499296,0.271834611,0.08600988,0.071233452,0.063059997,0.053359187,0.052262069,0.039390241,0.044218961,0.039880219,0.03202346,0.085161364,0.071271105,0.065894113,0.058155525,0.051551118,0.043156427,0.045481869,0.03670128,0.03427483,0.432908605,0.404241919,0.392872091,0.379863231,0.381835592,0.369018095,0.378174575,0.371806677,0.358419134
cas41,-20,25,2700,25,300,350,2.2,1.8,case41,-0.228476499,-0.450664926,-0.659607951,-0.857815615,-1.053951604,-1.240806696,-1.420950285,-1.594409432,-1.761934548,-1.766868284,0.051475422,0.04673551,0.043147009,0.041250716,0.039211244,0.037779428,0.036112255,0.034972694,0.034949717,0.034150964,0.01215524,0.012393357,0.012146966,0.01195147,0.011816082,0.01141436,0.010812146,0.010251205,0.009940821,0.010048394,-0.206947959,0.197451385,0.204584735,0.180045962,0.183470002,0.179760652,0.174799,0.169884869,0.269923721,-0.201526608,0.200590061,0.203443387,0.185182001,0.19117403,0.16577925,0.18889136,0.165897301,0.264384286,0.088226454,0.069727853,0.060305348,0.053271045,0.043188832,0.03817024,0.03734633,0.039241071,0.027881734,0.088822312,0.071010957,0.060180377,0.055139669,0.051203409,0.04498753,0.043057742,0.040366705,0.034466607,0.433739639,0.397429683,0.387917194,0.382100848,0.376309477,0.369341167,0.370518903,0.374502038,0.357443357
cas42,-20,25,2800,25,300,350,2.2,1.8,case42,-0.22915981,-0.448405105,-0.654641856,-0.857061052,-1.052108041,-1.236758181,-1.418854032,-1.59340044,-1.766696687,-1.771523249,0.051914045,0.046587615,0.043446975,0.041919772,0.039716748,0.037486381,0.036664983,0.035566776,0.033813495,0.034026134,0.012802037,0.01286451,0.01282452,0.012686516,0.012404125,0.011956733,0.011432549,0.010942327,0.010353005,0.010395351,-0.204665284,0.20287273,0.199734049,0.189747351,0.183469994,0.178048679,0.176051259,0.165208595,0.271725309,-0.199243933,0.204014071,0.202016715,0.194027364,0.184040666,0.167205947,0.173483287,0.174339277,0.273151989,0.088974888,0.070995559,0.061089834,0.052491105,0.05107815,0.045449597,0.043857107,0.035395822,0.03126806,0.085182778,0.070427809,0.060250212,0.052541895,0.053230334,0.049120991,0.043450076,0.037022846,0.0356538,0.433795895,0.401061598,0.391110068,0.379648637,0.381893481,0.375105299,0.374726122,0.366375888,0.35813422
cas43,-20,25,2900,25,300,350,2.2,1.8,case43,-0.229933069,-0.449248188,-0.655489509,-0.859725456,-1.05322972,-1.239026602,-1.420999994,-1.59502425,-1.763749809,-1.76880262,0.051647033,0.04711452,0.044201665,0.041487676,0.039455881,0.038486723,0.035873443,0.035372849,0.03451723,0.034069106,0.013608307,0.01365135,0.013596014,0.013320751,0.013068272,0.012532613,0.011952382,0.011504015,0.010965794,0.011048698,-0.209230632,0.198592714,0.200304725,0.186323319,0.180616651,0.172875796,0.181509495,0.168347257,0.271002031,-0.198958597,0.202016733,0.200875367,0.191744694,0.179760652,0.183184692,0.173768588,0.177083543,0.261409754,0.088311292,0.068623113,0.065400368,0.054374126,0.05216451,0.0441907,0.041859238,0.038060891,0.030094886,0.086134937,0.070431947,0.060605452,0.051570843,0.049306701,0.038039769,0.037754124,0.03947569,0.034470924,0.432965894,0.397574725,0.394810147,0.38161469,0.383688145,0.368259557,0.368069041,0.370355759,0.356958119
cas44,-20,25,3000,25,300,350,2.2,1.8,case44,-0.230639268,-0.447244061,-0.657827722,-0.859547589,-1.054315303,-1.241115225,-1.423759175,-1.599729168,-1.768019932,-1.773076905,0.051799313,0.047279806,0.04355897,0.041525669,0.039712132,0.038305749,0.036231553,0.035342092,0.034496113,0.034090407,0.014205754,0.014333413,0.014265963,0.01404943,0.013656016,0.013298479,0.012681592,0.012044782,0.011628489,0.011549482,-0.202382611,0.202302064,0.197166021,0.194027373,0.186608689,0.170629944,0.183755313,0.170647774,0.265557115,-0.204665284,0.197451381,0.203158055,0.188606007,0.181472659,0.17148596,0.181187323,0.170629927,0.274420308,0.087420943,0.068616802,0.061224641,0.053562909,0.04925805,0.044849051,0.039555112,0.035551687,0.033950992,0.088760762,0.070438053,0.062404162,0.052573785,0.048174265,0.045666426,0.040000262,0.037643593,0.030060416,0.435850733,0.398723883,0.392543239,0.384935185,0.382997101,0.379937216,0.373830103,0.367500378,0.362913644
cas45,-20,25,3100,25,300,350,2.2,1.8,case45,-0.230212693,-0.450886006,-0.657353949,-0.858614538,-1.054348188,-1.242373543,-1.427323017,-1.604686847,-1.772621976,-1.777933277,0.051730401,0.046611725,0.044097222,0.042068196,0.039553651,0.037674508,0.03578604,0.034932547,0.033914299,0.033289789,0.014996681,0.015096774,0.014780988,0.014662003,0.014425924,0.013908501,0.013266527,0.012477297,0.012050671,0.012048108,-0.20951597,0.200590055,0.197451391,0.199448696,0.179475333,0.178209152,0.178458776,0.1694886,0.265295305,-0.201241274,0.202016722,0.198592701,0.188606007,0.19435662,0.175151408,0.17234196,0.176051259,0.269575327,0.088111875,0.074589603,0.061992824,0.055782273,0.053020568,0.04300183,0.043667765,0.039093121,0.03525563,0.085799737,0.068406481,0.062778703,0.051881907,0.047219627,0.039261635,0.044117076,0.033674161,0.036281069,0.431787865,0.400872336,0.392074808,0.383197127,0.380320635,0.367260974,0.378070139,0.362449372,0.358864027
cas46,-20,25,3200,25,300,350,2.2,1.8,case46,-0.230226962,-0.451539422,-0.660307162,-0.862368581,-1.057199605,-1.243580528,-1.423830517,-1.598841756,-1.772931511,-1.777978705,0.051965265,0.046375849,0.043348686,0.041104757,0.039699875,0.038083667,0.036417767,0.035397378,0.033879832,0.034314985,0.015761972,0.015716277,0.015704077,0.015392324,0.014864556,0.014343249,0.013846207,0.013191616,0.012676099,0.012622103,-0.212898227,0.199909178,0.196462001,0.194617382,0.181453313,0.178048628,0.18177993,0.167469314,0.265340732,-0.203523947,0.20715275,0.196880719,0.196356799,0.18342323,0.184896682,0.172627279,0.160928522,0.272188777,0.089786664,0.070935375,0.060159705,0.058194433,0.047670613,0.046374515,0.042743843,0.040505307,0.035032531,0.085913391,0.06927783,0.065169968,0.053884694,0.045141707,0.04750597,0.043004712,0.038651545,0.035265093,0.432140683,0.396653832,0.389892839,0.384042165,0.371958424,0.375934009,0.324716063,0.367129303,0.361317729
cas47,-20,25,3300,25,300,350,2.2,1.8,case47,-0.229453705,-0.455344243,-0.664793959,-0.870254758,-1.06382559,-1.249000732,-1.433527299,-1.608755729,-1.782303214,-1.787022438,0.051884465,0.046261987,0.043984632,0.041504586,0.039527973,0.037606697,0.036229862,0.035055284,0.033798741,0.033605507,0.016477785,0.016500181,0.016488783,0.016091993,0.015658768,0.015055023,0.014653262,0.013759105,0.01300175,0.013099139,-0.204094616,0.197166041,0.214250437,0.183790982,0.184896691,0.174440478,0.183083449,0.167941809,0.277357936,-0.207204114,0.205469921,0.202016728,0.190318014,0.185951182,0.180703461,0.175835541,0.163997667,0.275525809,0.086518045,0.068930141,0.060108298,0.05330099,0.0531889,0.040678089,0.038528071,0.036901781,0.033233127,0.087045432,0.069449457,0.061593643,0.055196652,0.048375959,0.047117044,0.046982522,0.038421288,0.034403173,0.432076559,0.396892679,0.387778988,0.380898628,0.381692742,0.32557712,0.374399627,0.368500994,0.363094918
